mu_Arew,mu_Apun,mu_R,mu_P,mu_xi,mu_d
0.7973323522173691,0.35986576171017887,21.257722999351568,13.322234458539608,0.14552053741102342,0.4685029176066635
0.8626554750043226,0.25918762938513296,12.36461228468474,9.226590311952968,0.043797412313344095,0.31740862395461245
0.5608881612065679,0.4462507839284715,18.745909641902468,28.7975760387093,0.025129600500180288,0.19459360621513158
0.97643440798523,0.1200465015003299,26.624107112223225,20.886526711782757,0.08825876482093147,0.36993720422594356
0.6114447278228922,0.44508312333052164,17.789567590611192,28.90979493244082,0.027379128662547745,0.2111271524172446
0.8604162696899995,0.23839099217546092,16.58113722171505,5.46395675824267,0.07600991375929685,0.15761235080430722
0.6871521315222718,0.3746817144593595,15.43227166948496,7.783565149534424,0.03534387499526728,0.22155134636980076
0.9182037053589897,0.2771262299142038,12.89856626292731,12.825716805763513,0.0700333660092921,0.45426670230170635
0.9593506779346355,0.16946989463269205,26.08401289010492,20.170717987531816,0.14785173143027705,0.44694757663781753
0.7600807163349796,0.24322608822679959,21.23151749085038,19.45502030205688,0.22877303631706433,0.25941800781552604
0.6954108581126598,0.43663311274803956,21.83904273986679,25.606365316230406,0.1363849769560008,0.23348786269405084
0.848084269669667,0.21858879136803383,25.748581526904196,10.902790398484047,0.1604385143504882,0.3034264418028476
0.7637141670304057,0.33869980076366946,18.886936387076105,17.67773214887647,0.10551155276011522,0.39503563975621653
0.7017461174588633,0.4821833261530768,20.30250460018887,20.391580728491736,0.0725664988403993,0.42986556708103013
0.9433893602261363,0.12546700652658938,15.586441010879511,6.465522495067095,0.16601261579730026,0.20521430146764283
0.7584158093233928,0.36792333264854926,28.126027433651593,28.61586467365249,0.08174666044104258,0.26665617883267
0.7155227628047468,0.4422589129288692,22.333412312883688,21.47799333467672,0.05651993677836281,0.3303468350779592
0.7326546593714932,0.3640970923389078,27.823661858696166,28.894143431955467,0.07384881375427688,0.28575359979188886
0.6639795495052956,0.388723566348036,9.78824049479399,13.474660954726371,0.16607758292016253,0.22567964699343687
0.7833161635928596,0.29934460868785834,27.287003399857394,24.092172964214,0.15782152994238935,0.3285516207736268
0.8327632211423104,0.27684466955807463,17.388130375289258,15.694047511082822,0.0560813914628531,0.2586640735695756
0.9907282332299909,0.0744359211981689,17.563011881858138,5.207923154855618,0.10619810094323266,0.13924929628521157
0.6984386813439907,0.3366155136982306,18.744526398969803,25.7335081097523,0.17728636846113072,0.37379881527713504
0.9887439627558345,0.08664052115647368,20.938321830036468,7.599698539203644,0.10774176384221124,0.1350355576071011
0.9396150105387924,0.33502024387568585,21.844134140102604,20.764306253792576,0.1358489940122056,0.4210001315189709
0.9111837200244509,0.24161398333582254,29.753729710367985,19.92257505376611,0.24068501949800986,0.5032116844234268
0.9752129336302454,0.15423725009311243,20.319076806628757,14.203232435549307,0.09697004677746139,0.29872380079016747
0.8490327157461767,0.3103552280095803,9.232902865030079,6.649252428410878,0.054512688906596246,0.11812500374689203
0.9894029354883542,0.03686056452433951,22.783852822486196,19.03855057192161,0.13002131700184244,0.412475728577615
0.7231189787934903,0.3599172954341308,15.42830386855268,8.260595290950452,0.14211395721076603,0.22551790545155173
0.7815393632249201,0.314877102182163,26.097426687427884,15.332448969538847,0.0939240549057095,0.2904557132373695
0.9371630040581923,0.14890072322366524,25.11125608749768,13.141436317339215,0.049253864996762896,0.27569303523221433
0.9514460780744228,0.14289571145619567,24.755908485152624,14.762392720222042,0.08407883772517796,0.3038300081256369
0.5195160332388425,0.4225576698277285,26.435841303409752,23.177150177720446,0.18091291928010514,0.18806315316701055
0.668101587329163,0.4089403287698877,20.52196463121328,12.391302003727734,0.1103138989005694,0.2926504439280705
0.5195160332388425,0.4225576698277285,26.435841303409752,23.177150177720446,0.18091291928010514,0.18806315316701055
0.8033843613730259,0.2750760396612582,20.356823774155586,19.82306746000773,0.1057752341861569,0.20358139358031274
0.5195160332388425,0.4225576698277285,26.435841303409752,23.177150177720446,0.18091291928010514,0.18806315316701055
0.747123126356836,0.38887880881448483,17.373659292420204,20.252222160777933,0.14853334603120874,0.3155860953610251
0.5364803038555859,0.4550877046501394,27.10344557662625,23.750009159479596,0.19210151526961528,0.20173738538218622
