mu_Arew,mu_Apun,mu_R,mu_P,mu_xi,mu_d
0.7184511810899807,0.1293491863977328,26.867937813174603,19.716884911868423,0.0024024423053932574,0.23515567326079867
0.7735132273406289,0.11238564752944233,20.45319730173123,17.6716101873396,0.0124924244408419,0.2841698750053607
0.881922165496368,0.04288278954201998,15.588714163921756,11.80975634000331,0.07726775748752887,0.23064325391675294
0.6980455014713018,0.2232452931701227,27.142510553629993,15.715845868863397,0.025834604563633252,0.23035060475100216
0.9443544246641241,0.0203723354430685,25.477831287734055,9.729022126179771,0.00453160400691233,0.25844333711537815
0.7612671611061097,0.21308724598574022,27.80760525946691,11.6785384643713,0.02717301884429279,0.1798465386721418
0.8928412116573472,0.0013133377113000641,11.632817272007363,8.33208064793937,0.010048543484764822,0.15958106914468434
0.6725791652359707,0.18416618220328831,15.535829657396462,16.77300209154311,0.009574193071761307,0.22102800600761574
0.9692879771601799,0.11012586737511203,23.298554148568332,19.390899551897146,0.03343912275865057,0.22604650769373602
0.7421479238361361,0.1860235882982096,15.387729225034875,16.41298551884533,0.009478843710492433,0.12592225338830257
0.9275586338892913,0.01129859503338177,19.5931797419721,11.423337506885819,0.03049547626969131,0.3547532433093043
0.7107071546036985,0.1725270630169468,28.23062892037324,19.593108935900883,0.00125022047738855,0.2841602554479565
0.9362845229709048,0.00014301843627884624,27.60384087271131,19.54327611528326,0.011930657764847988,0.36639393471380266
0.8229849489650167,0.1654955380107816,29.254939249113008,26.021121252010303,0.005829272414531374,0.2495946988723537
0.9674102995956764,0.0006049401267404017,29.970082306409676,19.740325113075414,0.07603030464731715,0.32501845817681396
0.7838046736014658,0.16066206442216577,19.67114736094693,17.03958280953768,0.02519877167536584,0.24713096837929174
0.9779466251984132,0.00034677354517657574,29.03027072089597,16.977546634609205,0.055067613542946786,0.3252214431273571
0.6980565033152892,0.2583862292008636,17.244578600065104,19.51430276463665,0.001643802685202126,0.2245248917999587
0.9506341081220302,0.00013440219640062912,15.137481129458719,8.23052538460659,0.0029588744470252976,0.2468167786729607
0.7237182527269921,0.25196446930590183,22.875594694415238,18.553969282167174,0.004817445145353355,0.18274306256178205
0.9183676964142994,0.00532322381062292,17.20594751880833,9.513900240446674,0.00039475495244141456,0.2355241841377743
0.7374751727448241,0.21746932491883547,19.124151953342256,12.054142532316208,0.0023456395838098863,0.18124629218595165
0.8661872571133902,0.04421107305776134,17.55532310060392,14.808478025175564,0.13852778915366887,0.3301799537360021
0.7635019925136161,0.1751041313583019,19.90934499014895,20.383844518586685,0.017107730800504938,0.2514390307329307
0.7909174266475985,0.1784521590196493,25.07409934967723,23.194779564327494,0.0013581460854102563,0.22277365439774047
0.7979087278944625,0.18314749042852668,14.404126019811295,9.12399111727895,0.017235593251701445,0.13844458952427768
0.5778686079311585,0.17680900705169478,8.959657443529444,13.830589325451141,0.04533061835372939,0.1441229343728595
0.7248776688806308,0.24781104080897606,16.25633239776517,12.732214049928793,0.0123839802829798,0.13289872024690394
0.8333258064094319,0.10809667230427138,25.627176639860696,22.735465838742133,0.004271097174391323,0.3158912578879583
0.761096811885848,0.2570554084008,15.518231158374414,10.744482545255194,0.007131538926331288,0.13217020646359645
0.8953483848239638,0.057303471520358105,26.995629970556962,11.049427441401873,0.028993928835594998,0.20692248990029688
0.8519609951262315,0.07506256277406025,15.12149048413886,10.36262182272092,0.03940962182889885,0.21688709123340472
0.7497887662992417,0.13880514630826488,17.99351614316231,17.72310677765892,0.05043319656545843,0.2496368064953308
0.687295297789863,0.2725030504196025,20.30433622488811,25.44449006261803,0.015543843752038206,0.1881183778326505
0.7289674480011401,0.16362804647601967,14.653410960707014,16.337313623351953,0.007695432506460118,0.19114098319787026
0.7936351500876754,0.18068779299384533,23.776986304837795,11.941863009806987,0.029688053963931007,0.20546787462277202
0.7690257384247252,0.2002384960765934,24.48328540446763,13.855784412485216,0.006359436079009022,0.27057385901280256
0.7229144963211607,0.22671266946190777,24.75826639177123,15.78205961625478,0.0351191095092037,0.2521701804556206
0.8040326100283782,0.15584882098181654,22.648017638323346,21.032617414336162,0.018898881335159833,0.2469257890720342
0.8879147195762157,0.06052290854819689,22.045362948664696,12.783660862529212,0.005909561080226651,0.21074550598628675
