subjID	group	trial	choice	rt	gain	loss
0	pt	0	2	0	0	0
0	pt	1	2	0	0	0
0	pt	2	2	0	1	0
0	pt	3	2	0	0	0
0	pt	4	3	0	0	-1
0	pt	5	1	0	0	0
0	pt	6	1	0	1	0
0	pt	7	2	0	0	0
0	pt	8	1	0	1	0
0	pt	9	1	0	0	0
0	pt	10	2	0	0	0
0	pt	11	2	0	0	0
0	pt	12	2	0	0	0
0	pt	13	2	0	0	0
0	pt	14	2	0	0	0
0	pt	15	2	0	1	0
0	pt	16	2	0	0	0
0	pt	17	1	0	0	0
0	pt	18	1	0	0	0
0	pt	19	1	0	0	0
0	pt	20	3	0	0	-1
0	pt	21	1	0	1	0
0	pt	22	3	0	0	0
0	pt	23	1	0	0	0
0	pt	24	2	0	0	0
0	pt	25	2	0	0	0
0	pt	26	3	0	0	0
0	pt	27	1	0	0	-1
0	pt	28	2	0	1	0
0	pt	29	2	0	0	0
0	pt	30	3	0	0	-1
0	pt	31	1	0	0	0
0	pt	32	1	0	1	0
0	pt	33	1	0	0	0
0	pt	34	2	0	1	0
0	pt	35	2	0	1	0
0	pt	36	2	0	0	0
0	pt	37	3	0	1	0
0	pt	38	3	0	0	-1
0	pt	39	1	0	0	0
0	pt	40	1	0	0	0
0	pt	41	1	0	0	0
0	pt	42	1	0	0	0
0	pt	43	2	0	0	0
0	pt	44	2	0	0	-1
0	pt	45	1	0	0	-1
0	pt	46	3	0	0	0
0	pt	47	3	0	0	-1
0	pt	48	2	0	1	0
0	pt	49	2	0	0	-1
0	pt	50	1	0	0	0
0	pt	51	1	0	0	0
0	pt	52	1	0	0	-1
0	pt	53	3	0	0	0
0	pt	54	3	0	0	0
0	pt	55	2	0	0	0
0	pt	56	3	0	0	0
0	pt	57	3	0	1	0
0	pt	58	3	0	1	0
0	pt	59	3	0	1	0
0	pt	60	3	0	0	0
0	pt	61	2	0	0	0
0	pt	62	1	0	0	-1
0	pt	63	2	0	0	0
0	pt	64	2	0	0	0
0	pt	65	2	0	0	0
0	pt	66	1	0	0	0
0	pt	67	2	0	0	-1
0	pt	68	3	0	0	0
0	pt	69	1	0	0	-1
0	pt	70	3	0	0	0
0	pt	71	3	0	0	0
0	pt	72	3	0	1	0
0	pt	73	3	0	0	0
0	pt	74	3	0	0	0
0	pt	75	3	0	0	0
0	pt	76	2	0	0	0
0	pt	77	2	0	0	0
0	pt	78	3	0	0	0
0	pt	79	1	0	0	0
0	pt	80	2	0	0	0
0	pt	81	2	0	0	-1
0	pt	82	3	0	0	0
0	pt	83	1	0	0	0
0	pt	84	3	0	0	0
0	pt	85	1	0	0	0
0	pt	86	3	0	0	0
0	pt	87	3	0	0	0
0	pt	88	3	0	1	0
0	pt	89	3	0	0	-1
0	pt	90	2	0	0	0
0	pt	91	2	0	0	0
0	pt	92	2	0	0	0
0	pt	93	1	0	1	0
0	pt	94	1	0	0	0
0	pt	95	2	0	0	0
0	pt	96	2	0	0	0
0	pt	97	3	0	1	-1
0	pt	98	3	0	0	0
0	pt	99	1	0	0	0
0	pt	100	1	0	0	-1
0	pt	101	1	0	1	0
0	pt	102	1	0	0	0
0	pt	103	2	0	0	0
0	pt	104	3	0	0	0
0	pt	105	2	0	0	0
0	pt	106	2	0	0	0
0	pt	107	3	0	0	0
0	pt	108	1	0	1	0
0	pt	109	1	0	1	0
0	pt	110	1	0	0	0
0	pt	111	2	0	0	0
0	pt	112	2	0	0	0
0	pt	113	1	0	0	0
0	pt	114	2	0	1	0
0	pt	115	1	0	0	0
0	pt	116	2	0	0	0
0	pt	117	1	0	0	-1
0	pt	118	3	0	0	0
0	pt	119	3	0	0	0
0	pt	120	3	0	0	-1
0	pt	121	2	0	0	0
0	pt	122	2	0	0	0
0	pt	123	2	0	0	-1
0	pt	124	1	0	0	-1
0	pt	125	3	0	1	0
0	pt	126	3	0	1	0
0	pt	127	3	0	1	0
0	pt	128	2	0	0	0
0	pt	129	3	0	0	-1
0	pt	130	2	0	0	0
0	pt	131	1	0	0	-1
0	pt	132	2	0	1	-1
0	pt	133	2	0	0	0
0	pt	134	3	0	0	0
0	pt	135	3	0	0	0
0	pt	136	3	0	0	0
0	pt	137	1	0	0	-1
0	pt	138	3	0	1	0
0	pt	139	3	0	0	0
0	pt	140	3	0	0	0
0	pt	141	3	0	0	0
0	pt	142	2	0	0	0
0	pt	143	2	0	0	0
0	pt	144	3	0	0	0
0	pt	145	3	0	0	0
0	pt	146	2	0	0	-1
0	pt	147	3	0	1	-1
0	pt	148	3	0	1	0
0	pt	149	3	0	1	0
0	pt	150	3	0	0	0
0	pt	151	2	0	0	0
0	pt	152	1	0	0	0
0	pt	153	1	0	0	0
0	pt	154	2	0	0	0
0	pt	155	3	0	0	-1
0	pt	156	2	0	0	0
0	pt	157	3	0	1	0
0	pt	158	2	0	0	0
0	pt	159	3	0	0	0
0	pt	160	1	0	0	0
0	pt	161	2	0	0	0
0	pt	162	3	0	0	0
0	pt	163	1	0	0	0
0	pt	164	1	0	0	0
0	pt	165	2	0	0	0
0	pt	166	2	0	1	-1
0	pt	167	2	0	0	0
0	pt	168	1	0	0	0
0	pt	169	3	0	0	0
0	pt	170	1	0	0	0
0	pt	171	3	0	0	0
0	pt	172	1	0	0	0
0	pt	173	1	0	0	-1
0	pt	174	2	0	0	0
0	pt	175	2	0	0	0
0	pt	176	2	0	0	0
0	pt	177	3	0	1	-1
0	pt	178	1	0	0	0
0	pt	179	3	0	1	0
0	pt	180	3	0	1	0
0	pt	181	3	0	1	0
0	pt	182	3	0	0	0
0	pt	183	1	0	0	0
0	pt	184	2	0	1	-1
0	pt	185	2	0	1	-1
0	pt	186	2	0	1	-1
0	pt	187	2	0	0	-1
0	pt	188	3	0	0	0
0	pt	189	1	0	1	0
0	pt	190	1	0	1	0
0	pt	191	1	0	0	0
0	pt	192	3	0	0	0
0	pt	193	3	0	0	0
0	pt	194	1	0	1	-1
0	pt	195	1	0	0	0
0	pt	196	2	0	1	0
0	pt	197	2	0	0	-1
0	pt	198	3	0	0	0
0	pt	199	1	0	0	0
0	pt	200	1	0	0	0
0	pt	201	1	0	0	0
0	pt	202	3	0	0	0
0	pt	203	1	0	0	-1
0	pt	204	3	0	1	0
0	pt	205	3	0	0	0
0	pt	206	3	0	1	0
0	pt	207	3	0	0	0
0	pt	208	1	0	0	0
0	pt	209	1	0	0	-1
0	pt	210	2	0	0	0
0	pt	211	2	0	0	-1
0	pt	212	3	0	0	0
0	pt	213	3	0	0	0
0	pt	214	3	0	0	0
0	pt	215	3	0	0	0
0	pt	216	3	0	0	0
0	pt	217	1	0	0	-1
0	pt	218	3	0	0	0
0	pt	219	2	0	0	0
0	pt	220	3	0	0	0
0	pt	221	3	0	0	0
0	pt	222	3	0	0	0
0	pt	223	3	0	0	0
0	pt	224	1	0	0	0
0	pt	225	1	0	0	-1
0	pt	226	2	0	0	0
0	pt	227	3	0	1	0
0	pt	228	3	0	0	0
0	pt	229	2	0	0	0
0	pt	230	2	0	0	0
0	pt	231	2	0	0	0
0	pt	232	1	0	0	0
0	pt	233	1	0	0	0
0	pt	234	1	0	1	0
0	pt	235	1	0	1	0
0	pt	236	1	0	0	0
0	pt	237	2	0	0	0
0	pt	238	3	0	1	0
0	pt	239	3	0	0	-1
1	pt	0	3	0	1	-1
1	pt	1	3	0	0	0
1	pt	2	1	0	0	0
1	pt	3	2	0	0	0
1	pt	4	1	0	0	0
1	pt	5	3	0	0	0
1	pt	6	3	0	0	-1
1	pt	7	2	0	1	0
1	pt	8	2	0	0	0
1	pt	9	1	0	0	-1
1	pt	10	2	0	0	0
1	pt	11	2	0	0	0
1	pt	12	2	0	0	0
1	pt	13	3	0	1	0
1	pt	14	3	0	0	0
1	pt	15	2	0	0	0
1	pt	16	2	0	0	0
1	pt	17	2	0	0	0
1	pt	18	1	0	0	-1
1	pt	19	3	0	0	0
1	pt	20	2	0	0	0
1	pt	21	2	0	0	0
1	pt	22	3	0	0	-1
1	pt	23	2	0	0	0
1	pt	24	2	0	0	0
1	pt	25	2	0	0	0
1	pt	26	2	0	1	-1
1	pt	27	2	0	1	-1
1	pt	28	2	0	0	0
1	pt	29	3	0	0	0
