subjID	group	trial	choice	rt	gain	loss
2	pt	62	1	0	0	0
2	pt	63	1	0	0	0
2	pt	64	2	0	0	-1
2	pt	65	1	0	0	-1
2	pt	66	3	0	0	0
2	pt	67	3	0	0	0
2	pt	68	2	0	0	-1
2	pt	69	3	0	0	0
2	pt	70	1	0	1	-1
2	pt	71	3	0	0	0
2	pt	72	3	0	0	0
2	pt	73	3	0	0	0
2	pt	74	3	0	0	0
2	pt	75	2	0	0	0
2	pt	76	2	0	0	0
2	pt	77	2	0	0	0
2	pt	78	2	0	0	0
2	pt	79	2	0	0	0
2	pt	80	2	0	0	0
2	pt	81	1	0	0	-1
2	pt	82	3	0	0	0
2	pt	83	1	0	0	0
2	pt	84	2	0	0	0
2	pt	85	2	0	0	0
2	pt	86	3	0	0	0
2	pt	87	3	0	0	0
2	pt	88	1	0	0	0
2	pt	89	1	0	0	0
2	pt	90	1	0	0	0
2	pt	91	2	0	0	0
2	pt	92	1	0	1	0
2	pt	93	1	0	0	0
2	pt	94	3	0	0	0
2	pt	95	1	0	0	0
2	pt	96	2	0	0	0
2	pt	97	3	0	0	0
2	pt	98	2	0	1	0
2	pt	99	1	0	1	-1
3	pt	0	1	0	0	0
3	pt	1	3	0	0	-1
3	pt	2	2	0	1	0
3	pt	3	2	0	0	0
3	pt	4	1	0	1	0
3	pt	5	1	0	1	0
3	pt	6	1	0	0	0
3	pt	7	1	0	1	0
3	pt	8	1	0	1	0
3	pt	9	1	0	0	0
3	pt	10	1	0	1	0
3	pt	11	3	0	0	0
3	pt	12	2	0	0	0
3	pt	13	2	0	0	0
3	pt	14	3	0	0	0
3	pt	15	2	0	0	0
3	pt	16	3	0	0	0
3	pt	17	3	0	0	0
3	pt	18	1	0	0	0
3	pt	19	2	0	0	0
3	pt	20	3	0	1	0
3	pt	21	1	0	0	0
3	pt	22	1	0	1	-1
3	pt	23	2	0	0	0
3	pt	24	3	0	0	0
3	pt	25	1	0	0	0
3	pt	26	1	0	0	0
3	pt	27	2	0	0	0
3	pt	28	3	0	1	0
3	pt	29	3	0	0	0
3	pt	30	2	0	1	-1
3	pt	31	3	0	0	0
3	pt	32	1	0	1	-1
3	pt	33	3	0	0	0
3	pt	34	2	0	0	0
3	pt	35	3	0	1	0
3	pt	36	1	0	0	0
3	pt	37	3	0	0	0
3	pt	38	3	0	0	0
3	pt	39	2	0	1	0
3	pt	40	2	0	0	0
3	pt	41	1	0	1	0
3	pt	42	1	0	0	0
3	pt	43	3	0	0	0
3	pt	44	3	0	0	0
3	pt	45	1	0	0	0
3	pt	46	1	0	0	0
3	pt	47	1	0	0	0
3	pt	48	1	0	0	0
3	pt	49	3	0	0	0
3	pt	50	2	0	0	-1
3	pt	51	1	0	0	0
3	pt	52	3	0	0	0
3	pt	53	1	0	0	0
3	pt	54	3	0	0	0
3	pt	55	3	0	0	-1
3	pt	56	2	0	0	0
3	pt	57	1	0	0	0
3	pt	58	2	0	0	0
3	pt	59	1	0	0	-1
3	pt	60	1	0	1	0
3	pt	61	2	0	0	0
3	pt	62	3	0	1	0
3	pt	63	2	0	0	-1
3	pt	64	1	0	0	-1
3	pt	65	3	0	1	0
3	pt	66	3	0	0	0
3	pt	67	3	0	0	-1
3	pt	68	3	0	0	0
3	pt	69	1	0	0	-1
3	pt	70	2	0	0	0
3	pt	71	3	0	1	0
3	pt	72	3	0	0	0
3	pt	73	2	0	1	0
3	pt	74	1	0	0	0
3	pt	75	2	0	0	0
3	pt	76	2	0	0	0
3	pt	77	2	0	0	0
3	pt	78	1	0	0	0
3	pt	79	1	0	0	-1
3	pt	80	2	0	0	-1
3	pt	81	3	0	1	0
3	pt	82	3	0	0	0
3	pt	83	3	0	0	0
3	pt	84	2	0	0	0
3	pt	85	1	0	0	0
3	pt	86	1	0	1	0
3	pt	87	3	0	0	0
3	pt	88	1	0	0	0
3	pt	89	1	0	0	0
3	pt	90	1	0	0	0
3	pt	91	2	0	0	0
3	pt	92	2	0	0	0
3	pt	93	1	0	0	0
3	pt	94	3	0	0	0
3	pt	95	3	0	0	-1
3	pt	96	1	0	0	0
3	pt	97	3	0	0	0
3	pt	98	2	0	0	0
3	pt	99	1	0	0	0
4	pt	0	3	0	0	0
4	pt	1	3	0	0	0
4	pt	2	3	0	0	-1
4	pt	3	1	0	1	0
4	pt	4	1	0	0	0
4	pt	5	2	0	0	0
4	pt	6	2	0	0	0
4	pt	7	1	0	0	0
4	pt	8	3	0	0	0
4	pt	9	3	0	1	0
4	pt	10	3	0	1	0
4	pt	11	2	0	0	0
4	pt	12	2	0	1	0
4	pt	13	3	0	1	0
4	pt	14	3	0	0	0
4	pt	15	1	0	0	0
4	pt	16	3	0	0	0
4	pt	17	1	0	0	-1
4	pt	18	2	0	0	-1
4	pt	19	3	0	0	0
4	pt	20	3	0	0	-1
4	pt	21	2	0	0	0
4	pt	22	1	0	1	-1
4	pt	23	2	0	1	0
4	pt	24	2	0	0	0
4	pt	25	1	0	0	-1
4	pt	26	3	0	0	0
4	pt	27	3	0	0	0
4	pt	28	2	0	0	0
4	pt	29	3	0	0	0
4	pt	30	3	0	0	0
4	pt	31	1	0	1	0
4	pt	32	2	0	0	0
4	pt	33	1	0	0	0
4	pt	34	3	0	1	-1
4	pt	35	1	0	0	0
4	pt	36	2	0	0	0
4	pt	37	2	0	1	-1
4	pt	38	2	0	1	0
4	pt	39	1	0	0	0
4	pt	40	1	0	0	0
4	pt	41	1	0	0	0
4	pt	42	3	0	0	0
4	pt	43	3	0	0	-1
4	pt	44	1	0	0	0
4	pt	45	2	0	1	-1
4	pt	46	1	0	1	0
4	pt	47	1	0	0	-1
4	pt	48	3	0	0	0
4	pt	49	2	0	0	0
4	pt	50	3	0	0	0
4	pt	51	2	0	0	0
4	pt	52	3	0	0	0
4	pt	53	3	0	1	0
4	pt	54	3	0	0	0
4	pt	55	2	0	0	0
4	pt	56	1	0	0	0
4	pt	57	1	0	0	-1
4	pt	58	2	0	1	-1
4	pt	59	1	0	1	0
4	pt	60	3	0	1	0
4	pt	61	3	0	1	0
4	pt	62	1	0	1	0
4	pt	63	3	0	0	0
4	pt	64	1	0	0	0
4	pt	65	1	0	0	-1
4	pt	66	3	0	0	0
4	pt	67	3	0	0	0
4	pt	68	2	0	0	0
4	pt	69	3	0	0	0
4	pt	70	1	0	0	-1
4	pt	71	2	0	0	0
4	pt	72	2	0	0	0
4	pt	73	1	0	0	0
4	pt	74	2	0	0	0
4	pt	75	2	0	0	0
4	pt	76	3	0	0	-1
4	pt	77	1	0	0	0
4	pt	78	1	0	0	0
4	pt	79	2	0	0	0
4	pt	80	3	0	0	0
4	pt	81	1	0	1	0
4	pt	82	3	0	0	0
4	pt	83	1	0	1	0
4	pt	84	3	0	0	0
4	pt	85	1	0	0	0
4	pt	86	3	0	0	0
4	pt	87	2	0	0	0
4	pt	88	2	0	0	0
4	pt	89	3	0	0	0
4	pt	90	3	0	0	0
4	pt	91	3	0	0	0
4	pt	92	1	0	0	0
4	pt	93	2	0	0	0
4	pt	94	2	0	0	0
4	pt	95	2	0	0	0
4	pt	96	2	0	0	0
4	pt	97	1	0	0	0
4	pt	98	1	0	0	0
4	pt	99	1	0	0	0
